video_1_segment_0| Ama audio libros presenta Aristóteles, la gran morad, narración Artur Mas. | Ama audio libros presenta Aristteles, la gran morad, narracin Artur Mas.
video_2_segment_386| precaria por otra mejor y más segura de la independencia natural por la libertad del poder de perjudicar a los demás por su propia | precaria por otra mejor y ms segura de la independencia natural por la libertad del poder de perjudicar a los dems por su propia.
video_2_segment_387| seguridad y de su fuerza que otros podrían sobrepasar por un derecho que la Unión Social hace invencible. | seguridad y de su fuerza que otros podran sobrepasar por un derecho que la Unin Social hace invencible.
video_2_segment_388| vida misma que han entregado al Estado, está continuamente protegida por él. Y cuando la exponen por su defensa, ¿qué hacen si no devolvamos? | vida misma que han entregado al Estado, est continuamente protegida por l Y cuando la exponen por su defensa, ¿qu hacen si no devolvamos?.
video_2_segment_389| volverle lo que de él han recibido? ¿Qué hacen que no hiciesen más frecuentemente y con más peligro en el estado de naturaleza cuando? | volverle lo que de l han recibido? ¿Qu hacen que no hiciesen ms frecuentemente y con ms peligro en el estado de naturaleza cuando?.
video_2_segment_39| Primeras sociedades. La más antigua de todas las sociedades y la única natural es la de la familia. Aún cuando los hijos no | Primeras sociedades La ms antigua de todas las sociedades y la nica natural es la de la familia An cuando los hijos no.
video_2_segment_390| al librarse de combatientes inevitable, defendiesen con peligro de su vida lo que le sirve para conservarla, todos tienen que | al librarse de combatientes inevitable, defendiesen con peligro de su vida lo que le sirve para conservarla, todos tienen que.
video_2_segment_391| que combatir en caso de necesidad por la patria es cierto, pero en cambio no tiene nadie que combatir por sí, y no | que combatir en caso de necesidad por la patria es cierto, pero en cambio no tiene nadie que combatir por s, y no.
video_2_segment_392| se va ganando a la riesgar, por lo que garantiza nuestra seguridad una parte de los peligros que sería preciso correr por nosotros. | se va ganando a la riesgar, por lo que garantiza nuestra seguridad una parte de los peligros que sera preciso correr por nosotros.
video_2_segment_393| otros mismos tan pronto como los fuese aquella arrebatada. Capítulo 5 del derecho | otros mismos tan pronto como los fuese aquella arrebatada Captulo cinco del derecho.
video_2_segment_394| de vida y muerte. Se pregunta cómo no teniendo derecho alguno a disponer de su propia vida, pueden los particulares | de vida y muerte Se pregunta cmo no teniendo derecho alguno a disponer de su propia vida, pueden los particulares.
video_2_segment_395| transmitir al soberano este mismo derecho de que carecen? Esta cuestión parece difícil de resolver, porque está mal planteada. | transmitir al soberano este mismo derecho de que carecen? Esta cuestin parece difcil de resolver, porque est mal planteada.
video_2_segment_396| Todo hombre tiene derecho a riesgar su propia vida para conservarla. Se ha dicho nunca que quien se tira por una ventana para huir de un incendio. | Todo hombre tiene derecho a riesgar su propia vida para conservarla Se ha dicho nunca que quien se tira por una ventana para huir de un incendio.
video_2_segment_397| sea culpable de su hicidio, se le han imputado nunca este crimen, a quien parece en una tempestad cuyo peligro no ignoraba a la | sea culpable de su hicidio, se le han imputado nunca este crimen, a quien parece en una tempestad cuyo peligro no ignoraba a la.
video_2_segment_398| embarcarse? El contrato social tiene, por fin, la conservación de los contratantes. Quien quiere, el fin quiere también los medios. | embarcarse? El contrato social tiene, por fin, la conservacin de los contratantes Quien quiere, el fin quiere tambin los medios.
video_2_segment_399| medios, y estos medios son inseparables de algunos riesgos e incluso de algunas pérdidas, quien quiere conservar su vida a | medios, y estos medios son inseparables de algunos riesgos e incluso de algunas prdidas, quien quiere conservar su vida a.
video_2_segment_4| y aunque fue definido como ilustrado, presentó profundas contradicciones que los separaron de los principales representantes | y aunque fue definido como ilustrado, present profundas contradicciones que los separaron de los principales representantes.
video_2_segment_40| permanece en unidos al padre, sino el tiempo en que necesitan de él para conservarse. En cuanto esta necesidad esa, el lazón | permanece en unidos al padre, sino el tiempo en que necesitan de l para conservarse En cuanto esta necesidad esa, el lazn.
video_2_segment_400| pensas de los demás, debe darla también por ellos cuando sea necesario. Ahora bien, el ciudadano no es justo el peligro a que quiera. | pensas de los dems, debe darla tambin por ellos cuando sea necesario Ahora bien, el ciudadano no es justo el peligro a que quiera.
video_2_segment_401| quiere la ley que se exponga, y cuando el príncipe le haya dicho, es indispensable para el estado que mueras, deben morir. | quiere la ley que se exponga, y cuando el prncipe le haya dicho, es indispensable para el estado que mueras, deben morir.
video_2_segment_402| puesto que sólo con esta condición ha vivido hasta entonces seguro, y ya que su vida no es tan sólo una merced de la naturaleza. | puesto que slo con esta condicin ha vivido hasta entonces seguro, y ya que su vida no es tan slo una merced de la naturaleza.
video_2_segment_403| sino un don condicional del Estado. La pena de muerte infligida a los criminales puede ser considerada casi desde el mismo | sino un don condicional del Estado La pena de muerte infligida a los criminales puede ser considerada casi desde el mismo.
video_2_segment_404| mismo punto de vista, afin de no ser la víctima de un asesino, se consciente en morir si se llega a serlo. En este pacto, lejos | mismo punto de vista, afin de no ser la vctima de un asesino, se consciente en morir si se llega a serlo En este pacto, lejos.
video_2_segment_405| de disponer de la propia vida no se piensa si no entarle garantías y no es de suponer que ninguno de los contratantes premedite en tonso. | de disponer de la propia vida no se piensa si no entarle garantas y no es de suponer que ninguno de los contratantes premedite en tonso.
video_2_segment_406| la idea de dar motivo a que se le a justicia. Por lo demás, todo malhechor al atacar el derecho social, haces por su | la idea de dar motivo a que se le a justicia Por lo dems, todo malhechor al atacar el derecho social, haces por su.
video_2_segment_407| sus delitos rebelde y traidor a la patria. Deja de ser miembro de ella al violar las leyes y hasta le hace la guerra. | sus delitos rebelde y traidor a la patria Deja de ser miembro de ella al violar las leyes y hasta le hace la guerra.
video_2_segment_408| Entonces, la conservación del estado es incompatible con la suya. Es preciso que uno de los dos perezca y cuando se hace morir al culpaz | Entonces, la conservacin del estado es incompatible con la suya Es preciso que uno de los dos perezca y cuando se hace morir al culpaz.
video_2_segment_409| es menos como ciudadano que como enemigo. Los procedimientos, el juicio, son las pruebas y la declaración de que hay | es menos como ciudadano que como enemigo Los procedimientos, el juicio, son las pruebas y la declaracin de que hay.
video_2_segment_41| maturalse deshace. Una vez libres los hijos de la obediencia que deven al padre y el padre de los cuidados que debe a los hijos, recobre | maturalse deshace Una vez libres los hijos de la obediencia que deven al padre y el padre de los cuidados que debe a los hijos, recobre.
video_2_segment_410| arroto el pacto social y por consiguiente de que no es ya miembro del Estado. Ahora bien, como él se ha reconocido como tal. | arroto el pacto social y por consiguiente de que no es ya miembro del Estado Ahora bien, como l se ha reconocido como tal.
video_2_segment_411| a lo menos por su residencia debe ser separado de aquel por el descierro, como infractor del pacto o por la muerte como enemigo público. | a lo menos por su residencia debe ser separado de aquel por el descierro, como infractor del pacto o por la muerte como enemigo pblico.
video_2_segment_412| porque un enemigo tal no es una persona moral, es un hombre y entonces el derecho de la guerra es matar al venido. | porque un enemigo tal no es una persona moral, es un hombre y entonces el derecho de la guerra es matar al venido.
video_2_segment_413| más se dice que la condena de un criminal es un acto particular. ¿Y acuerdo, tampoco esta condena corresponde al suelo. | ms se dice que la condena de un criminal es un acto particular ¿Y acuerdo, tampoco esta condena corresponde al suelo.
video_2_segment_414| verano. Es un derecho que puede conferir sin poder ejercerlo el mismo. Todas mis ideas están articuladas, pero... | verano Es un derecho que puede conferir sin poder ejercerlo el mismo Todas mis ideas estn articuladas, pero.
video_2_segment_415| no puedo exponerlas a la vez. Además, la frecuencia de los suplicios es siempre un sino de debilidad o de pereza en el gobierno. | no puedo exponerlas a la vez Adems, la frecuencia de los suplicios es siempre un sino de debilidad o de pereza en el gobierno.
video_2_segment_416| No hay malvado que no puede hacer alguna cosa buena. No se tiene derecho a dar muerte, ni para ejemplo, sino a quien no pueda dar. | No hay malvado que no puede hacer alguna cosa buena No se tiene derecho a dar muerte, ni para ejemplo, sino a quien no pueda dar.
video_2_segment_417| dejar vivir sin peligro. Respecto al derecho de grafia, o al de exhibir a un culpable de la pena impuesta por la ley y pronunciar. | dejar vivir sin peligro Respecto al derecho de grafia, o al de exhibir a un culpable de la pena impuesta por la ley y pronunciar.
